product_id,field,extracted_text,final_verdict,agreement,n_models,should_be_consensus,offending_text,reason,vote_gpt-5.5-pro
531293,redo_desc_what_included,"professional bird guide, transport, water, snacks, binos, scope, bird book and apps",CORRECT,1/1,1,,,,CORRECT
531293,redo_desc_what_excluded,"breakfast, lunch",CORRECT,1/1,1,,,,CORRECT
531293,redo_desc_requirements,Minimum 2 people to run this tour,WRONG_FIELD,1/1,1,redo_group_size,Minimum 2 people to run this tour,"This is a participant count minimum, which belongs under group size rather than participation requirements.",WRONG_FIELD
531293,redo_booking_what_to_bring,"hat, sunnies and sunscreen and bring a water bottle.",CORRECT,1/1,1,,,,CORRECT
531293,redo_booking_inclusions,Snacks are provided but breakfast and lunch is not.,WRONG_FIELD,1/1,1,redo_booking_other,breakfast and lunch is not,"This part states what is not included, not what is provided at no extra cost.",WRONG_FIELD
531293,redo_booking_important_info,"Minimum of 2 people required to run this tour, maximum 4 people.",WRONG_FIELD,1/1,1,redo_group_size,"Minimum of 2 people required to run this tour, maximum 4 people.","This is a group size limit rather than health, age, fitness, safety, or waiver information.",WRONG_FIELD
531293,redo_booking_before_arrival,Your guide will be in touch a few days prior to work out meeting point or pick up location.,WRONG_FIELD,1/1,1,redo_booking_other,Your guide will be in touch a few days prior to work out meeting point or pick up location.,"This describes that the operator will contact the customer, not something the customer must do before arrival.",WRONG_FIELD
535701,redo_desc_about,"Bay Fish N Trips is located at Mornington on the Mornington Peninsula, offering Mornington fishing charters and cruises on Melbourne's pristine Port Phillip Bay. Come on board the spacious, safe boat Plover for an affordable, relaxing, fun filled, exciting marine experience with our friendly, knowledgeable and helpful team. Come on your own or in a group. Family friendly. Only one hour from Melbourne’s CBD. Bookings essential for all fishing trips.
Celebrating a special occasion, socialising with work colleagues, school excursions, attending corporate functions and wanting to access team building or bonding activities - Bay Fish N Trips will cater to all your needs.
- Available seven days per week, weather permitting and minimum numbers reached.",WRONG_FIELD,1/1,1,redo_desc_other,"Available seven days per week, weather permitting and minimum numbers reached.",Availability and operating conditions are general information rather than descriptive overview prose about what the experience is.,WRONG_FIELD
535701,redo_desc_highlights,"Plover is the largest, safest and most comfortable transport vessel in the Mornington for either fishing or cruising.",CORRECT,1/1,1,,,,CORRECT
535701,redo_desc_what_included,"Quality gear: Shimano/Abu Garcia rods, Shimano reels, tackle and the biggest range of bait. If you prefer to use your own fishing gear you are welcome. Currently the light meal menu is a BBQ with choice of a delicious ground beef hamburger or two tasty beef sausages or a gourmet vegetarian patty (lentils & seasonal veggies) in a sandwich with optional caramelised onion, lettuce and tomato. Please order your protein at the time of booking. Snack - a lamington cake. Drinks - tea, coffee. Sanitiser and antibacterial soap plus a hand towel per person. Friendly, professional, passionate and attentive crew. They are on board to help you! All legal fish caught and kept during the trip are bagged for your convenience. Expert advice and assistance always available! Please ASK if you have any questions.",CORRECT,1/1,1,,,,CORRECT
535701,redo_desc_what_excluded,Limited alcohol. Public Holidays attract a 10% surcharge on pricing.,WRONG_FIELD,1/1,1,redo_desc_other,Limited alcohol.,This is a general rule about alcohol rather than an item or cost explicitly excluded from the base price.,WRONG_FIELD
535701,redo_desc_what_to_bring,Dress for the weather. Boarding time is half an hour prior to the leaving the pier.,WRONG_FIELD,1/1,1,redo_desc_other,Boarding time is half an hour prior to the leaving the pier.,Boarding timing is not something the customer must bring or wear.,WRONG_FIELD
535701,redo_desc_duration_text,5 hours,CORRECT,1/1,1,,,,CORRECT
535701,redo_desc_requirements,Children must be 5 years and over.,CORRECT,1/1,1,,,,CORRECT
535701,redo_desc_check_in,You will get the text message to confirm the tour at 7:30pm the day before the tour.,WRONG_FIELD,1/1,1,redo_desc_other,You will get the text message to confirm the tour at 7:30pm the day before the tour.,Receiving a confirmation text the day before is not an action to take on arrival or check-in information.,WRONG_FIELD
535706,redo_desc_about,"The team at Bay Fish N Trips can help you by organising a special cruise (1 or 2+ hours) to farewell your loved one that will be both sensitive to your needs and most memorable, or talk to us about having a combined private fishing trip and scattering of ashes charter (4 hours).
#Some of you may be looking for a vessel for a Scattering of Ashes ceremony.
Location of where your loved ones ashes are scattered will depend on how long you want to say your farewells.
This option will give you a greater range as to where you might wish to scatter your loved one's ashes (either out towards the Shipping Lane or closer to Mt Martha or Mt Eliza).
It will also provide you with some extra time to say farewell.
These last two options will give you a greater range as to where you might wish to scatter your loved one's ashes further from Mornington.
It also allows time at the anchorage to celebrate your loved ones life as a group.
Rather than rush this significant occasion, it is best to choose a week day (greater range of time options) or selected weekends time slots may be available.
We want to ensure that the boat is clean and set up for your group to have a memorable experience saying farewell to your loved one.
We will not squeeze this event between fishing trips.
Please discuss time options with us and we will try to meet your needs.",CORRECT,1/1,1,,,,CORRECT
535706,redo_desc_what_included,"We will provide tea, coffee and cordial with a lamington for all on board.",CORRECT,1/1,1,,,,CORRECT
535706,redo_desc_what_excluded,Provide your own BBQ food or let us cater for you at an additional cost.,CORRECT,1/1,1,,,,CORRECT
535706,redo_desc_what_to_bring,You would be welcome to BYO a couple of drinks and nibbles.,CORRECT,1/1,1,,,,CORRECT
535706,redo_desc_duration_text,1-4 hours,CORRECT,1/1,1,,,,CORRECT
535706,redo_group_size,Up to 26 passengers,CORRECT,1/1,1,,,,CORRECT
535706,redo_meeting_point,Mornington Pier,CORRECT,1/1,1,,,,CORRECT
535706,redo_desc_other,"$675 for one hour farewell; $895 for two hour farewell; 3 hrs - $1,350 or 4 hrs - $1,795.",CORRECT,1/1,1,,,,CORRECT
538752,redo_desc_about,"Enjoy a 2.5hr Twilight Sunset Cruise on the historic 1922 Wangi Queen Showboat. Wangi Queen is an iconic 1922 heritage-listed timber ferry, originating at Empire Bay on the Central Coast. Designed and built by the Beattie Brothers, Wangi Queen is a rare and lovely example of early Australian shipbuilding. Constructed from timber handcut from the Watagans Forest, she offers two decks from which to view the stunning waters of Port Stephens-Great Lakes Marine Park.",CORRECT,1/1,1,,,,CORRECT
538752,redo_desc_highlights,"** Includes a Light Buffet ** A light buffet of cheese, crackers and nibbles will be served. ##Fully licensed bar on board We have a range of cocktails, beers, wines & spirits, as well as soft drinks, sparkling water, bottled water and alcohol-free wine.",CORRECT,1/1,1,,,,CORRECT
538752,redo_desc_what_included,"A light buffet of cheese, crackers and nibbles will be served.",CORRECT,1/1,1,,,,CORRECT
538752,redo_desc_itinerary,Departs Lemon Tree Passage @ 3pm. Boarding commences 15 minutes before departure.,WRONG_FIELD,1/1,1,redo_desc_other,Departs Lemon Tree Passage @ 3pm. Boarding commences 15 minutes before departure.,"This is departure and boarding timing information, not a step-by-step sequence during the cruise.",WRONG_FIELD
538752,redo_desc_what_to_bring,"Umbrella or raincoat in case of weather, warm cardigan if in the cooler months, sunscreen, a cap or hat, camera, okay to bring own bottled water. We have a limited number of cushions available on the boat, or BYO cushion!",CORRECT,1/1,1,,,,CORRECT
538752,redo_desc_duration_text,2.5hr,CORRECT,1/1,1,,,,CORRECT
538752,redo_desc_check_in,Please wait at the top of the wharf until the crew signal it is safe to board.,CORRECT,1/1,1,,,,CORRECT
538752,redo_meeting_point,Public Wharf is located @ 52a Cook Parade,CORRECT,1/1,1,,,,CORRECT
538752,redo_desc_other,Free all day off-street parking is available at 52a Cook Parade.,CORRECT,1/1,1,,,,CORRECT
538752,redo_booking_departure_info,Please arrive 15 minutes before departure.,CORRECT,1/1,1,,,,CORRECT
539063,redo_desc_about,"Welcome to our Beginner Drone Photography Workshop, a comprehensive course designed specifically for those interested in exploring the exciting world of aerial photography. This workshop is perfect for those who have recently purchased their first drone or who are looking to upgrade their photography skills to include aerial perspectives.
The course starts with introducing the fundamentals of drone operation and safety guidelines to ensure you fly responsibly and within legal boundaries. We then delve into the technicalities of drone photography, such as understanding and adjusting drone camera settings, mastering flight modes, and learning about various drone models and their capabilities.
Our workshop further explores the creative aspects of drone photography. You will learn about composition techniques from an aerial perspective, such as leading lines, patterns, and symmetry. We will also cover different lighting conditions, teaching you how to work with natural light and use it to your advantage to create stunning aerial shots.
Throughout the course, you will have hands-on practice sessions under the supervision of our experienced instructors. These sessions will provide you with real-world experience, helping you apply what you have learned, refine your skills, and build confidence in drone operation and aerial photography. Whether you are an aspiring photographer looking to master the art of drone photography or a hobbyist looking to capture breathtaking aerial views, our workshop provides the necessary knowledge, skills, and inspiration.",CORRECT,1/1,1,,,,CORRECT
539063,redo_desc_what_included,"- Professional photographic tuition and instruction.
- Adventure, fun, inspiration, and a great time!",WRONG_FIELD,1/1,1,redo_desc_other,"Adventure, fun, inspiration, and a great time!","This is generic marketing filler rather than an item, service, or amenity included at no extra cost.",WRONG_FIELD
539063,redo_desc_what_excluded,"- Travel to and from Albert Park Lake.
- Any meals and snacks throughout the workshop.",CORRECT,1/1,1,,,,CORRECT
539063,redo_desc_what_to_bring,"- A drone with a camera (preferred DJI).
- Drone Filters (preferable but not essential).
- Extra SD Cards and batteries to keep you shooting throughout the workshop.
- Suitable clothing and walking shoes.",CORRECT,1/1,1,,,,CORRECT
539063,redo_desc_duration_text,2,CORRECT,1/1,1,,,,CORRECT
539063,redo_desc_requirements,Children under the age of 16 must be accompanied by a parent or guardian.,CORRECT,1/1,1,,,,CORRECT
539063,redo_group_size,2,CORRECT,1/1,1,,,,CORRECT
539063,redo_meeting_point,"Albert Park Lake, Albert Park Playground, Lakeside Drive, Albert Park",CORRECT,1/1,1,,,,CORRECT
539063,redo_booking_what_to_bring,"A drone with a camera (preferred DJI).
Drone Filters (preferred but not essential).
Extra SD Cards and batteries to keep you shooting throughout the workshop.
Suitable clothing and walking shoes.",CORRECT,1/1,1,,,,CORRECT
539063,redo_booking_location,"Albert Park Lake, Albert Park Playground, Lakeside Drive, Albert Park
Google Maps Link: https://maps.app.goo.gl/qghP87gKF9Xr6KNfA",CORRECT,1/1,1,,,,CORRECT
539063,redo_booking_check_in,Please also bring either a digital or physical copy of this confirmation.,WRONG_FIELD,1/1,1,redo_booking_what_to_bring,Please also bring either a digital or physical copy of this confirmation.,"This tells customers what document to bring, rather than what action to take on arrival.",WRONG_FIELD
539063,redo_booking_departure_info,It is recommended that you arrive at least ten minutes before the start of the event.,CORRECT,1/1,1,,,,CORRECT
539063,redo_booking_contact,"Should you have any questions about CapturEDU, please refer to our Frequently Asked Questions or contact us at: learn@capturedu.com.au",CORRECT,1/1,1,,,,CORRECT
539063,redo_booking_other,"[Terms & Conditions](https://www.capturedu.com.au/termsandconditions).
[Visit our Website](https://www.capturedu.com.au).
[Contact Us](mailto:learn@capturedu.com.au).
Your name and the number of tickets you purchased are on the guest list and have been provided to the lead mentor.
A reminder email will be send 72 hours prior to the event.",WRONG_FIELD,1/1,1,redo_booking_contact,[Contact Us](mailto:learn@capturedu.com.au).,This is contact information and belongs in the booking contact field.,WRONG_FIELD
541443,redo_desc_about,"Let us handle the setup (and the cleanup), while you enjoy the day!!
Please allow up to 3 weeks after the party session for collection of pieces.
Please allow up to 4 weeks after the party session for collection of pieces.",WRONG_FIELD,1/1,1,redo_desc_other,Please allow up to 3 weeks after the party session for collection of pieces. Please allow up to 4 weeks after the party session for collection of pieces.,"Collection timing is general operational information, not overview/marketing prose about what the experience is.",WRONG_FIELD
541443,redo_desc_what_included,"- 10 kids (*$33 per additional child)
- Selected ceramic piece to paint
- Paints & Firing included
- Bottomless water and cordial
- 6 kids (*$39 per additional child)
- 1x 250g clay to make a small bowl on the pottery wheel
- Paint on the wheel on the day
- 6 kids (*$59 per additional child)
- 2 x 250g clay to make a small bowl & cup or 1 x 500g piece on the pottery wheel",WRONG_FIELD,1/1,1,redo_desc_what_excluded,*$33 per additional child; *$39 per additional child; *$59 per additional child,Additional child fees are optional extra costs rather than items included at no extra cost.,WRONG_FIELD
541443,redo_desc_duration_text,3 Hours,CORRECT,1/1,1,,,,CORRECT
541443,redo_min_age,5,CORRECT,1/1,1,,,,CORRECT
541443,redo_max_age,13,CORRECT,1/1,1,,,,CORRECT
541443,redo_meeting_point,"4 & 6/8 Station Rd, Indooroopilly, QLD, 4066",CORRECT,1/1,1,,,,CORRECT
541443,redo_desc_other,**Please note: 4 People are required to secure a booking.**,WRONG_FIELD,1/1,1,redo_group_size,4 People are required to secure a booking.,"This states a minimum participant count required for booking, which belongs in group size.",WRONG_FIELD
543068,redo_desc_about,"This 2-day workshop focuses on building knowledge about hot glass and introducing the fundamental skills of glassblowing. You will take the first steps on your glass journey. Expect to learn and sweat a lot! Starting with gathering molten glass out of the furnace, on the first day you will learn how to shape the hot glass using the marver and tools, and add colour to your glass. The second day begins with you blowing a bubble into the molten glass to make a clear ornament and we finish the day making your own clear and coloured tumblers. By the end of the weekend, each student will have five pieces of their own; 2 paperweights, 2 tumblers, and a small blown ornament.",CORRECT,1/1,1,,,,CORRECT
543068,redo_desc_itinerary,"• Saturday, 12pm - 6pm • Sunday, 10am - 4pm",CORRECT,1/1,1,,,,CORRECT
543068,redo_desc_what_to_bring,"- Must wear close-toed shoes, long pants, and a clothing made of natural fibres such as cotton, wool, or linen during the lesson. No yoga/biking pants.
- Lunch & a water bottle to stay hydrated!",CORRECT,1/1,1,,,,CORRECT
543068,redo_desc_duration_text,2 days,CORRECT,1/1,1,,,,CORRECT
543068,redo_desc_requirements,"- Must be 16+
- Must be in good physical health and able to move about independently, hear and see well.",CORRECT,1/1,1,,,,CORRECT
543068,redo_desc_cancellation,"Once you've made a class booking and need to cancel, we offer a refund of 75% of the class fee in order to cover our administrative expenses. If the cancellation occurs within 7 days of the scheduled class, the refund will be adjusted to 50%.",CORRECT,1/1,1,,,,CORRECT
543068,redo_min_age,16,CORRECT,1/1,1,,,,CORRECT
543068,redo_group_size,4,CORRECT,1/1,1,,,,CORRECT
543068,redo_meeting_point,Amokura Glass,CORRECT,1/1,1,,,,CORRECT
543068,redo_desc_other,"- Class size is limited to 4 people so that everyone gets individual attention and enough time to work with the glass. We must have at least 3 people to run this workshop.
- This is a cat friendly hot shop. We have two cats who supervise the hot shop (Kupe and Jeff). If you are allergic to cats, please keep this in mind before you book.
- If you have any additional health and safety concerns, please call us before your booking to make sure that we can accommodate you.",WRONG_FIELD,1/1,1,redo_group_size,Class size is limited to 4 people... We must have at least 3 people to run this workshop.,"Participant count limits belong in the group size field, not the catch-all other field.",WRONG_FIELD
544426,redo_desc_about,"Join us for a relaxed and flavour-filled guided tasting of the entire 7K range — the perfect way to experience what we’re all about. You’ll explore our four core gins — Tasmanian Raspberry, Dry Chilli, Tasmanian Modern, and Mediterranean Coastal — before turning up the heat with our World’s Hottest Gin. From there, we’ll take you through our Vodka, Coffee Liqueur, and Whisky, along with a taste of our uniquely Tasmanian Amaro, savoury Bloody Mary, and refreshing Raspberry Gin Fizz. Along the way, our team will share the stories, ingredients, and inspiration behind each spirit — from local berries and botanicals to barrel aging and flavour innovation. Settle in, sip, and discover the full spirit of Tasmania — one glass at a time.",CORRECT,1/1,1,,,,CORRECT
544426,redo_desc_what_excluded,Optional Add-ons: Tasmanian cheese platter.,CORRECT,1/1,1,,,,CORRECT
544426,redo_desc_duration_text,1 hour,CORRECT,1/1,1,,,,CORRECT
544426,redo_booking_location,"55 Hamilton Rd, New Norfolk TAS 7140",CORRECT,1/1,1,,,,CORRECT
544426,redo_booking_departure_info,Please arrive 10 minutes prior to your booking.,CORRECT,1/1,1,,,,CORRECT
544426,redo_booking_other,"We recommend arriving by taxi or Uber for all tastings, so you can best enjoy your time at 7K Distillery!",CORRECT,1/1,1,,,,CORRECT
547935,redo_desc_about,"Spoil Yourself! We ride at your pace so you feel comfortable on this 2 hour horse ride. Explore the picturesque hills of Jarrahdale as you head up to the Bald Hill lookout where you have some stunning views! Gaze over the rolling hills, beautiful bush and farmland right over to the Perth CBD, with plenty of cattle, sheep, kangaroos and birds to see along the way. This is an exclusive adventure horse ride which means it is only the group you book to come and ride with you with our instructors to guide you along the way. All Ride outs are walking only. No riding experience required. Medium level of fitness is required. Please note our weight limit is 110kg and minimum age on ride outs will be 10 years old. ** Surcharge applies for riders 6-9 years old - contact the office on 0427255291 to book in**
Office hours are Monday - Friday 9am - 5pm.
itinerary: While all trail rides are different and created around each rider, / group as a general idea:
special_requirements: Photos and videos will be used on social media and our promotional material unless you otherwise advise us prior to your lesson.",WRONG_FIELD,1/1,1,redo_desc_requirements,No riding experience required. Medium level of fitness is required. Please note our weight limit is 110kg and minimum age on ride outs will be 10 years old.,"Participation fitness, weight, and age restrictions belong under requirements rather than the general about field.",WRONG_FIELD
547935,redo_desc_highlights,Relaxed wander through the scenic hills up to our Bald Hill lookout spots with stunning views. Two experiences instructors there to support and guide you through the ride. We have a wide range of horses and ponies to suit riders or any experience level to help you have the most pleasurable tailor-made unique experience.,CORRECT,1/1,1,,,,CORRECT
547935,redo_desc_what_excluded,All rides are non-refundable.,WRONG_FIELD,1/1,1,redo_desc_cancellation,All rides are non-refundable.,"Refundability is a cancellation/refund policy, not an excluded item or optional extra cost.",WRONG_FIELD
547935,redo_desc_itinerary,"1. Arrive 5-10 minutes prior to your ride 2. Meet your Instructors and Horse(s) 3. Horses will be tacked up 4. Mount up and complete required briefing / exercises 5. Follow our instructors out on trail, heading to one of our lookout points where you can stop for a drink and to take photos before returning to the stables 6. Final pats and goodbyes to your horse(s) and instructor",CORRECT,1/1,1,,,,CORRECT
547935,redo_desc_duration_text,2 Hours,CORRECT,1/1,1,,,,CORRECT
547935,redo_desc_requirements,Horse riding is considered a high risk activity so those **Pregnant** will not be permitted to ride- no exceptions and no refunds offered. Wearing **Helmets** is Compulsory - no exceptions and no refunds offered.,CORRECT,1/1,1,,,,CORRECT
547935,redo_desc_cancellation,24hrs required to change or amend ride - all rides non refundable. If arriving late your session will not be extended and you will be cutting into your ride time. No refund will be applicable for shorter sessions. We ride in all weather unless deemed unsafe by our instructors. Please understand that all bookings are non refundable and we require 24hrs notice for rescheduling otherwise full fare is due. If weather is unsafe for riding we will contact you on the day of the ride to organise an alternate date and time.,CORRECT,1/1,1,,,,CORRECT
547935,redo_desc_check_in,"Please arrive 5-10 minutes prior to your ride. It is compulsory for all riders to complete our insurance form - this can be completed online prior to your ride through the link in your booking confirmation email or through the ""Register"" tab on our website - **Please use this [Link](https://jarrahdaleequestrian.com.au/register/)**. Alternatively leave yourself extra time and completed the form here at the office/stables.",CORRECT,1/1,1,,,,CORRECT
547935,redo_min_age,10,CORRECT,1/1,1,,,,CORRECT
547935,redo_group_size,1-8 riders,CORRECT,1/1,1,,,,CORRECT
547935,redo_meeting_point,"Jarrahdale Equestrian - 162 Jarrahdale Road, 6124",CORRECT,1/1,1,,,,CORRECT
548378,redo_desc_about,"Our Australian Stockhorses and our wonderful ""Pink Ladies are kind, patient and helpful. With this weekday block of 5 or 10 private lessons you'll be able to kick start or restart your riding journey and save along the way! For riders ages 6+. If booking a lesson on the weekend the usual weekend surcharge will be applicable and collected prior to ride. We love to teach you exclusively for 1 hour, we have a format for this lesson however as it is a private lesson we have the flexibility to tailor this experience to your needs, experience level and own abilities. We can cover basic riding all the way up to high levels of horsemanship, Polocrosse, showjumping and dressage. We have a wide range of horses and ponies of all heights sizes and abilities to help you have the most pleasurable tailor-made unique experience. Please note our weight limit is 120kg. Horses are Good for the Soul so we love to help people to build self confidence, face their fears and do it anyway and learn to safely ride a horse and above all have a bunch of FUN.",CORRECT,1/1,1,,,,CORRECT
548378,redo_desc_what_excluded,the usual weekend surcharge will be applicable and collected prior to ride,CORRECT,1/1,1,,,,CORRECT
548378,redo_desc_duration_text,1 hour per session,CORRECT,1/1,1,,,,CORRECT
548378,redo_desc_requirements,ages 6+; weight limit is 120kg,CORRECT,1/1,1,,,,CORRECT
548378,redo_min_age,6,CORRECT,1/1,1,,,,CORRECT
548378,redo_booking_important_info,"Gift voucher validity is 3 years from the date of purchase, as stated on voucher. If redeeming gift voucher within 6 months any price raises in that time are waived, Weekend surcharge is applicable. If redeeming voucher after 6 months has passed all differences in price will be charged to the rider and collected at time of booking.",WRONG_FIELD,1/1,1,redo_booking_other,Gift voucher validity is 3 years from the date of purchase... Weekend surcharge is applicable... differences in price will be charged,"This is voucher validity and pricing/redeeming information, not health, age, fitness, safety, or waiver information.",WRONG_FIELD
548378,redo_booking_before_arrival,use your unique promo code to schedule your lessons online at your convenience on our website: https://jarrahdaleequestrian.com.au/.,CORRECT,1/1,1,,,,CORRECT
550275,redo_desc_about,"Luxury 2.5 hour cruise along the majestic Hawkesbury River Brooklyn.
Closest Train Station: Hawkesbury River Station (10 min walk to Parsley Bay).",WRONG_FIELD,1/1,1,redo_desc_other,Closest Train Station: Hawkesbury River Station (10 min walk to Parsley Bay).,"Nearby train station information is general logistical/location information, not descriptive overview prose about what the experience is.",WRONG_FIELD
550275,redo_desc_what_included,"Buffet Includes: Glass of sparkling wine on arrival, Selection of freshly baked scones (sweet & savoury), mixed jams, freshly whipped chantilly cream, Selection of fine tea cakes & biscuits, Soft drinks included & coffee & tea included.",CORRECT,1/1,1,,,,CORRECT
550275,redo_desc_what_excluded,"Additional wine, spirits & cocktails can be purchased from the bar.",CORRECT,1/1,1,,,,CORRECT
550275,redo_desc_itinerary,Boarding: 11:30 am Parsley Bay Parsley Bay Public Wharf Brooklyn (end of George St Brooklyn). Disembarking: 2:00pm Parsley Bay.,CORRECT,1/1,1,,,,CORRECT
550275,redo_desc_duration_text,2.5 hour,CORRECT,1/1,1,,,,CORRECT
550275,redo_desc_check_in,"If booking individually as part of a group, please include the name of group to be seated with.",WRONG_FIELD,1/1,1,redo_desc_other,"If booking individually as part of a group, please include the name of group to be seated with.","This is a booking instruction, not an action to perform on arrival.",WRONG_FIELD
550275,redo_group_size,Min: 14 guests Max: 47 guests (can seat 49 if required),CORRECT,1/1,1,,,,CORRECT
550275,redo_meeting_point,Boarding: Parsley Bay Public Wharf Brooklyn or Kangaroo Point (Next to the Estuary Restaurant),CORRECT,1/1,1,,,,CORRECT
550275,redo_desc_other,"$78.00 per head. Bookings essential. Seniors Group Booking Discounts: $74.00 per head for group bookings 15 - 25 guests, $69.00 per head for group bookings 25 - 47 guests. Available to hire any day upon request (with advanced notice). If you would like to book a group, please call Red Carpet Cruises directly to reserve your seating on: Mobile: 0408 688 084.",CORRECT,1/1,1,,,,CORRECT
550275,redo_booking_departure_info,Please ensure you are at the wharf 15 MINUTES prior to the float for boarding. We depart from Parsley Bay Brooklyn (end of George St),CORRECT,1/1,1,,,,CORRECT
550575,redo_desc_about,"Mini grom surf lessons are all about water confidence, fun and excitement in a safe environment under the careful watch of an experienced surf coach.",CORRECT,1/1,1,,,,CORRECT
550575,redo_desc_what_included,Includes wetsuit & surfboard hire. We have life vests for non swimmers depending on availability.,CORRECT,1/1,1,,,,CORRECT
550575,redo_desc_duration_text,45 mins,CORRECT,1/1,1,,,,CORRECT
551344,redo_desc_about,"The Supper Club at Hapuku Kitchen offers a unique dining experience in our home, inspired by nature's larder. Join us for dinner celebrating foraged and sustainably farmed produce from the wild environment of Kaikōura, New Zealand, prepared and cooked in our kitchen at the base of the world. Our three-course, set menus are a celebration of the season and everything the region has to offer. Our dining table seats twelve guests and while you're savouring the flavours of Kaikōura, you'll hear stories about how we grow our food, how we forage from the mountains to the sea and the people behind locally sourced ingredients. We focus on ingredients we have grown ourselves, foraged or sourced from our neighbours. Everything is made from scratch and the menu is finalised the day prior, based on what is at its absolute best. Get a group of friends or family together and book the entire table of twelve, or book a seat and meet other people interested in good food and great company.
Supper clubs are places for people to enjoy fine, high-quality food, without formalities.
Many supper clubs are hosted by people in their own houses, so it feels as though you're visiting them for dinner.
A supper club really can be anything, with many taking the form of pop-up concepts and even underground restaurants.
Typically there is no choice when it comes to the menu, and the whole thing has a more relaxed, communal feeling when compared to a restaurant.",CORRECT,1/1,1,,,,CORRECT
551344,redo_desc_what_included,"We are licensed premises and offer a small list of carefully selected wines from Canterbury and Marlborough as well as local beer, gin and our own home-made non-alcoholic sodas.",WRONG_FIELD,1/1,1,redo_desc_other,We are licensed premises and offer a small list of carefully selected wines...,"This describes drinks available at the venue, not items explicitly included at no extra cost.",WRONG_FIELD
551344,redo_desc_duration_text,3 Hours,CORRECT,1/1,1,,,,CORRECT
551344,redo_desc_requirements,"When making your booking, please inform our team about any food allergies. We are able to accommodate any dietary requirements with 48 hours notice.",CORRECT,1/1,1,,,,CORRECT
551344,redo_booking_departure_info,We encourage you to arrive by 7pm (arrival anytime from 6.45 pm) when you'll be welcomed in to our home and have the chance to relax before dinner.,CORRECT,1/1,1,,,,CORRECT
551344,redo_booking_important_info,"If you haven't already, please inform our team about any food allergies. We are able to accommodate any dietary requirements with 48 hours notice.",CORRECT,1/1,1,,,,CORRECT
552194,redo_desc_about,"Explore Oneke, a special area home to unique culture, beautiful coastal landscapes and wild kiwi.",CORRECT,1/1,1,,,,CORRECT
552194,redo_desc_highlights,"Exclusive access: Explore Oneke, a heritage-rich and rarely visited area, ensuring a unique and immersive experience.",CORRECT,1/1,1,,,,CORRECT
552194,redo_desc_what_included,"Sea cruise: Scenic boat transfer to Oneke, a remote area only accessible by water. Cultural welcome and Whare visit: Time in the Oneke whare (Māori meeting house) with storytelling, formal acknowledgement of the land, and cultural traditions. Kiwi presentation: Learn about brown kiwi behaviour, conservation, and ongoing protection efforts. Kiwi experience: Guided evening walk through native bush and along the coastline with the opportunity to see Stewart Island Brown kiwi in their natural habitat. Wildlife encounters: Discover Ruru (morepork), sea lions, and other coastal species. Conservation: Witness pest eradication and ongoing restoration efforts by Rakiura Māori.",CORRECT,1/1,1,,,,CORRECT
552194,redo_desc_duration_text,4 hours,CORRECT,1/1,1,,,,CORRECT
552194,redo_desc_requirements,This experience is suitable for ages 15+. A reasonable level of fitness is required (walking approximately 2 hours through coastal forest and along beach tracks).,CORRECT,1/1,1,,,,CORRECT
552194,redo_desc_cancellation,"However, kiwis are wild and unpredictable, and there is no 100% guarantee they will appear. Their rareness and the thrill of searching are what makes the experience special and enjoyable, so we cannot offer refunds if there is no sighting. Instead, $20 per person will be donated to conservation projects at Little Glory Cove, so we can continue to increase the chances of seeing the incredible tokoeka in the wild.",CORRECT,1/1,1,,,,CORRECT
552194,redo_desc_check_in,"Please note that due to the late departure times, you will need to arrange accommodation on Stewart Island for the evening.",WRONG_FIELD,1/1,1,redo_desc_requirements,"due to the late departure times, you will need to arrange accommodation on Stewart Island for the evening","This is a requirement or necessary arrangement, not an action to take on arrival.",WRONG_FIELD
552194,redo_min_age,15,CORRECT,1/1,1,,,,CORRECT
552194,redo_meeting_point,Stewart Island,CORRECT,1/1,1,,,,CORRECT
552194,redo_booking_what_to_bring,"Personal medication including for asthma and allergies
Warm clothing, waterproof jacket and sturdy footwear
Camera
Insect Repellent",CORRECT,1/1,1,,,,CORRECT
552194,redo_booking_location,Oban Wharf Visitor Terminal,CORRECT,1/1,1,,,,CORRECT
552194,redo_booking_check_in,Please check in 30 mins before your departure time,WRONG_FIELD,1/1,1,redo_booking_departure_info,30 mins before your departure time,The timing information belongs under departure information rather than check-in actions.,WRONG_FIELD
552194,redo_booking_important_info,"While you have a higher chance of finding them with our expert staff, wild animals are unpredictable, and there is no 100% guarantee kiwis will appear. Their rareness, their wild nature, and the thrill of searching are what makes the experience special and enjoyable, so we cannot offer refunds if there is no sighting.",WRONG_FIELD,1/1,1,redo_booking_cancellation,we cannot offer refunds if there is no sighting,The no-refund policy for no kiwi sightings belongs under cancellation/refund rules.,WRONG_FIELD
